"","id","risq","NBCAV","SEXE","DATE_EER","AGE","tranche_age","PNB"
"1",32289606,1,0.5,"M",1981-06-01,63,"60-64 ans",162.640774611988
"2",32289658,1,1,"M",1981-10-01,90,"80 ans et +",306.205905536263
"3",32289659,1,0.5,"M",1971-05-01,65,"65-69 ans",464.699419440244
"4",32289662,0,0,"M",1990-02-01,34,"30-34 ans",15.2609540166508
"5",32289663,NA,NA,"F",1973-07-01,79,"75-79 ans",18.3381045518283
"6",32289664,1,1,"F",1981-07-01,50,"50-54 ans",3323.57618269818
"7",32289666,5,1.45833333333333,"M",1980-06-01,56,"55-59 ans",761.269089516262
"8",32289669,0,NA,"F",1995-10-01,35,"35-39 ans",1.90239955369358
"9",32289671,0,1,"F",1988-06-01,73,"70-74 ans",20.8780876781554
"10",32289674,1,1,"F",1993-08-01,34,"30-34 ans",803.178718572143
"11",32289675,1,1,"F",1974-08-01,82,"80 ans et +",295.901972014425
"12",32289678,1,0.5,"M",1981-10-01,66,"65-69 ans",547.41900135527
"13",32289679,1,0.5,"M",1974-11-01,58,"55-59 ans",445.820474425347
"14",32289680,0,NA,"M",1981-05-01,63,"60-64 ans",53.9037357273405
"15",32289682,1,1,"M",1968-03-01,85,"80 ans et +",1130.71322494207
"16",32289683,0,1,"M",1977-02-01,55,"55-59 ans",707.883501167591
"17",32289688,1,1.66666666666667,"M",1993-08-01,35,"35-39 ans",1038.79999575745
"18",32289693,1,1,"M",1988-06-01,53,"50-54 ans",479.961134271395
"19",32289695,1,1,"M",1983-09-01,53,"50-54 ans",374.814786987813
"20",32289697,1,1,"F",1979-08-01,91,"80 ans et +",167.835179035374
"21",32289698,5,1,"F",1993-08-01,36,"35-39 ans",957.158891206038
"22",32289699,1,1,"M",1978-04-01,69,"65-69 ans",2553.03081953025
"23",32289700,1,1,"F",1986-10-01,65,"65-69 ans",1310.38123758638
"24",32289703,0,0.5,"F",1997-03-01,32,"30-34 ans",191.872381357085
"25",32289704,0,NA,"M",1981-10-01,64,"60-64 ans",75.3659408802853
"26",32289708,0,0.5,"F",1993-03-01,56,"55-59 ans",253.929414334598
"27",32289710,2,1,"F",1991-07-01,57,"55-59 ans",352.802419549221
"28",32289711,0,0.5,"F",1981-03-01,96,"80 ans et +",6.15653619573139
"29",32289712,0,NA,"F",1992-09-01,83,"80 ans et +",1814.47755535698
"30",32289713,1,2.5,"M",1987-09-01,42,"40-44 ans",12246.0371487142
"31",32289714,1,0.5,"M",1969-05-01,84,"80 ans et +",47.0049484268977
"32",32289717,1,1,"F",1974-09-01,75,"75-79 ans",463.156050002431
"33",32289720,1,1,"M",1988-07-18,42,"40-44 ans",621.385025818601
"34",32289721,1,0.625,"M",1994-09-01,38,"35-39 ans",592.803657614921
"35",32289722,1,1,"F",1988-02-01,45,"45-49 ans",774.677316969005
"36",32289723,1,0.5,"F",1972-12-01,83,"80 ans et +",689.146403839267
"37",32289724,1,1,"F",1989-12-01,43,"40-44 ans",408.62522618549
"38",32289726,0,0.0833333333333333,"F",1997-02-01,89,"80 ans et +",28.3653677088967
"39",32289728,1,1,"M",1960-05-01,90,"80 ans et +",2456.60173894728
"40",32289730,0,NA,"F",1992-02-01,44,"40-44 ans",26.8487515
"41",32289741,1,0.5,"M",1972-08-01,84,"80 ans et +",155.572264128368
"42",32289742,1,0.5,"M",1975-07-01,85,"80 ans et +",105.558944127184
"43",32289743,1,1,"M",1979-08-01,61,"60-64 ans",208.363622780607
"44",32289744,1,1,"F",1993-09-01,67,"65-69 ans",554.008466283319
"45",32289748,0,1.5,"M",1987-10-29,82,"80 ans et +",267.62018574431
"46",32289750,1,2.5,"M",1981-06-01,49,"45-49 ans",2981.2999847312
"47",32289753,1,1.5,"M",1993-08-01,69,"65-69 ans",5313.16123387856
"48",32289758,1,1,"F",1973-06-01,67,"65-69 ans",1325.26235556258
"49",32289761,1,1,"M",1989-08-01,50,"50-54 ans",95.9990387164181
"50",32289763,1,1,"M",1996-11-01,30,"30-34 ans",215.851230434145
"51",32289764,1,1,"M",1990-03-01,83,"80 ans et +",408.323225036799
"52",32289769,NA,NA,"F",1993-07-01,38,"35-39 ans",198.173531832158
"53",32289770,1,1,"F",1972-01-01,79,"75-79 ans",1146.87522068207
"54",32289773,1,1,"F",1963-09-01,87,"80 ans et +",136.933638132771
"55",32289774,1,0.5,"F",1980-01-01,70,"70-74 ans",888.128680387308
"56",32289775,1,0.5,"M",1982-11-01,77,"75-79 ans",276.317016029947
"57",32289776,1,1,"F",1990-06-01,78,"75-79 ans",190.04581370659
"58",32289777,1,1,"M",1987-04-01,50,"50-54 ans",2483.57891541632
"59",32289779,1,1,"M",1997-08-01,32,"30-34 ans",6.941415505485
"60",32289784,1,1,"F",1980-04-01,84,"80 ans et +",228.931028529892
"61",32289785,1,0.5,"F",1991-09-01,77,"75-79 ans",279.912673659414
"62",32289789,0,0.5,"F",1980-04-01,68,"65-69 ans",239.617673817391
"63",32289791,1,0.5,"M",1991-08-01,59,"55-59 ans",262.774322578546
"64",32289794,NA,NA,"M",1987-10-01,61,"60-64 ans",512.75205582
"65",32289795,1,1,"F",1991-01-01,76,"75-79 ans",67.6806235407556
"66",32289798,1,0.5,"F",1978-12-01,64,"60-64 ans",102.565283027475
"67",32289799,1,0.5,"F",1987-01-01,63,"60-64 ans",91.8154920632039
"68",32289800,NA,0.458333333333333,"F",1969-12-01,86,"80 ans et +",145.490459929946
"69",32289801,1,1,"F",1981-06-01,53,"50-54 ans",55.0656792108285
"70",32289802,0,0.333333333333333,"M",1997-02-01,52,"50-54 ans",332.996825901127
"71",32289803,0,NA,"M",1994-06-01,48,"45-49 ans",0.5972800792917
"72",32289804,0,0.5,"M",1989-12-01,42,"40-44 ans",119.957724360262
"73",32289807,2,0.5,"M",1988-01-01,48,"45-49 ans",223.697915754763
"74",32289808,1,0.5,"M",1972-12-01,62,"60-64 ans",288.474063803834
"75",32289809,1,0.708333333333333,"F",1992-12-01,91,"80 ans et +",3813.77404039166
"76",32289810,0,1,"M",1982-04-01,52,"50-54 ans",350.449282025516
"77",32289812,4,0.5,"F",1984-01-23,69,"65-69 ans",1507.50300021205
"78",32289813,1,0.5,"M",1968-07-01,85,"80 ans et +",293.517021209545
"79",32289814,0,1,"M",1988-02-01,48,"45-49 ans",672.519030808773
"80",32289816,1,0.5,"M",1980-05-01,62,"60-64 ans",183.024288580519
"81",32289817,1,1,"M",1997-01-01,27,"25-27 ans",224.71523061894
"82",32289818,NA,0,"M",1977-10-01,99,"80 ans et +",33.2416692476
"83",32289819,1,0.5,"M",1971-02-01,67,"65-69 ans",142.751650628204
"84",32289822,1,1,"M",1995-09-01,33,"30-34 ans",270.697967355169
"85",32289824,1,0.5,"F",1987-09-01,56,"55-59 ans",410.880099282422
"86",32289827,0,NA,"M",1975-10-01,70,"70-74 ans",409.595366300148
"87",32289830,1,0.5,"M",1998-04-06,35,"35-39 ans",977.842602596073
"88",32289831,1,1,"F",1993-08-01,32,"30-34 ans",1349.15887078462
"89",32289832,1,0.5,"F",1972-04-01,73,"70-74 ans",473.099660831002
"90",32289833,NA,0.416666666666667,"M",1989-09-01,51,"50-54 ans",1729.35007912372
"91",32289834,0,0.5,"F",1987-05-01,41,"40-44 ans",49.5934764146196
"92",32289836,0,NA,"M",1991-04-01,60,"60-64 ans",42.2326003722055
"93",32289837,1,1,"F",1983-10-01,85,"80 ans et +",2311.86000397516
"94",32289838,0,0.5,"M",1996-10-01,54,"50-54 ans",476.59821495686
"95",32289840,0,1,"M",1982-01-01,75,"75-79 ans",534.252745951455
"96",32289843,1,0.5,"F",1955-01-01,83,"80 ans et +",811.556922762503
"97",32289846,NA,0,"F",1995-09-01,64,"60-64 ans",35.1642588978283
"98",32289847,1,0.5,"F",1982-12-01,46,"45-49 ans",888.886921757797
"99",32289850,1,1.54583333333333,"F",1971-08-01,72,"70-74 ans",490.110107253733
"100",32289852,NA,0.833333333333333,"M",1988-07-01,39,"35-39 ans",21.7537845246024
"101",32289854,1,0.5,"F",1986-09-01,51,"50-54 ans",872.425894772585
"102",32289855,1,0.5,"M",1988-07-01,66,"65-69 ans",77.1941572608765
"103",32289856,NA,0,"M",1990-02-01,38,"35-39 ans",4.79245269
"104",32289857,1,1,"F",1965-03-01,88,"80 ans et +",4700.76469481619
"105",32289859,1,0.5,"M",1991-09-01,54,"50-54 ans",298.089266086932
"106",32289860,1,1,"F",1995-05-01,44,"40-44 ans",508.376510848581
"107",32289862,1,0.5,"M",1982-12-01,72,"70-74 ans",203.310672137799
"108",32289864,1,0.5,"F",1979-09-01,78,"75-79 ans",2464.43212019231
"109",32289870,1,1,"F",1950-10-01,89,"80 ans et +",1308.51880048755
"110",32289871,0,2,"F",1991-02-01,36,"35-39 ans",424.056737559955
"111",32289873,1,0.5,"M",1966-11-01,66,"65-69 ans",673.347039668608
"112",32289874,0,0.75,"F",1996-05-01,30,"30-34 ans",176.413003413664
"113",32289877,0,NA,"F",1997-10-01,66,"65-69 ans",52.6790938719487
"114",32289879,1,0.5,"M",1973-07-01,60,"60-64 ans",97.9148369576462
"115",32289880,1,0.5,"M",1996-06-01,65,"65-69 ans",145.888759246478
"116",32289884,1,1,"F",1979-12-01,68,"65-69 ans",27.0368304012384
"117",32289885,1,1,"M",1988-12-01,83,"80 ans et +",279.733582989463
"118",32289887,1,1,"F",1996-11-01,50,"50-54 ans",696.324797562874
"119",32289888,1,2,"F",1978-02-01,69,"65-69 ans",1445.17316930344
"120",32289898,1,0.5,"F",1990-07-01,46,"45-49 ans",136.649868987726
"121",32289901,NA,NA,"F",1966-07-01,89,"80 ans et +",6.45183249490001
"122",32289902,1,1,"F",1963-08-01,88,"80 ans et +",51.4765489602713
"123",32289903,0,1,"M",1944-07-01,79,"75-79 ans",217.395195448582
"124",32289905,1,0.5,"F",1978-08-01,76,"75-79 ans",272.523212879265
"125",32289906,0,0,"F",1994-09-01,65,"65-69 ans",0.152378468613767
"126",32289912,1,1.5,"F",1988-05-01,42,"40-44 ans",1149.16785452854
"127",32289913,1,0.5,"F",1989-01-01,43,"40-44 ans",390.330107670223
"128",32289914,1,1,"M",1988-09-27,41,"40-44 ans",1067.349058033
"129",32289916,1,0.5,"F",1982-06-01,71,"70-74 ans",137.957519074781
"130",32289918,1,1,"M",1996-06-01,83,"80 ans et +",150.154116532265
"131",32289920,1,1,"M",1985-08-08,78,"75-79 ans",331.054909872056
"132",32289921,0,2.5,"F",1988-07-01,33,"30-34 ans",1912.86705952456
"133",32289923,1,1,"F",1985-08-08,49,"45-49 ans",654.658577158379
"134",32289924,1,1.5,"M",1983-10-01,60,"60-64 ans",433.450679014171
"135",32289925,2,0.5,"F",1991-01-01,52,"50-54 ans",127.716778565195
"136",32289927,1,0.5,"F",1990-09-01,43,"40-44 ans",186.996034416901
"137",32289930,2,0.5,"F",1980-01-01,52,"50-54 ans",544.310989535922
"138",32289932,1,0.5,"F",1985-12-01,66,"65-69 ans",9.45888586214129
"139",32289933,0,NA,"F",1987-06-01,78,"75-79 ans",13.1469058737838
"140",32289935,1,1,"F",1967-04-01,79,"75-79 ans",563.150001732697
"141",32289936,0,1,"F",1900-01-01,71,"70-74 ans",8196.04490244059
"142",32289937,1,1,"F",1979-10-01,71,"70-74 ans",286.911657425398
"143",32289941,0,2,"M",1988-07-01,30,"30-34 ans",637.021572987798
"144",32289942,1,0.5,"M",1965-03-01,79,"75-79 ans",350.644358636276
"145",32289943,0,1,"F",1957-11-01,74,"70-74 ans",294.895505648488
"146",32289945,1,0.5,"F",1979-06-01,75,"75-79 ans",357.561709279475
"147",32289946,1,0.5,"F",1989-03-01,73,"70-74 ans",206.747443042182
"148",32289947,1,1,"F",1994-10-01,54,"50-54 ans",1981.1973066043
"149",32289948,1,0.5,"M",1971-09-01,61,"60-64 ans",1036.45887491393
"150",32289949,1,1,"F",1981-10-01,65,"65-69 ans",2191.0755859133
"151",32289950,1,1.5,"F",1993-12-01,71,"70-74 ans",4565.74053661219
"152",32289954,1,1.5,"M",1982-09-01,76,"75-79 ans",3935.7786121635
"153",32289959,1,0.75,"M",1973-02-01,59,"55-59 ans",367.061699139338
"154",32289960,1,0.5,"F",1982-05-01,50,"50-54 ans",172.039114156697
"155",32289961,1,1,"F",1987-08-01,66,"65-69 ans",91.1642007052305
"156",32289965,1,1,"M",1985-06-01,45,"45-49 ans",2074.73139197068
"157",32289966,1,1,"M",1973-11-01,62,"60-64 ans",58.5747846985478
"158",32289969,1,0.5,"M",1978-12-01,51,"50-54 ans",469.627569462545
"159",32289971,1,1,"F",1979-03-01,75,"75-79 ans",221.858265194848
"160",32289978,1,1,"F",1984-12-01,82,"80 ans et +",407.958030838555
"161",32289980,1,1,"F",1996-12-01,39,"35-39 ans",18.5275302726589
"162",32289981,1,1,"F",1994-11-01,27,"25-27 ans",87.0636615143642
"163",32289983,1,1,"F",1996-05-01,44,"40-44 ans",75.0339153245882
"164",32289984,1,1.5,"M",1997-01-01,50,"50-54 ans",1191.95909601481
"165",32289985,1,1.5,"M",1995-08-01,55,"55-59 ans",35.3397628032744
"166",32289987,1,0.5,"M",1973-09-01,60,"60-64 ans",39.9137630849502
"167",32289988,1,1,"M",1969-11-01,84,"80 ans et +",27.7818865433546
"168",32289990,1,0.5,"M",1986-01-01,70,"70-74 ans",186.529802558489
"169",32289992,0,0.5,"F",1989-04-01,58,"55-59 ans",299.597419312222
"170",32289994,0,NA,"M",1995-07-01,17,"16-17 ans",28.8202815978711
"171",32289998,1,0.5,"M",1987-11-01,79,"75-79 ans",200.496982875236
"172",32290003,1,1,"M",1996-07-01,63,"60-64 ans",2349.95174559289
"173",32290004,1,1,"M",1976-06-01,83,"80 ans et +",227.71905033247
"174",32290005,1,1,"M",1981-10-01,79,"75-79 ans",4349.3056709076
"175",32290006,1,0.5,"F",1972-09-01,62,"60-64 ans",96.5426049084081
"176",32290008,1,1,"F",1980-03-01,87,"80 ans et +",190.371717532038
"177",32290009,1,0.5,"M",1987-01-01,70,"70-74 ans",412.230312804424
"178",32290014,1,1,"F",1976-04-01,70,"70-74 ans",397.284971777518
"179",32290016,1,1,"M",1990-08-01,46,"45-49 ans",619.716280313686
"180",32290017,1,1,"M",1970-04-01,55,"55-59 ans",2438.80402191819
"181",32290018,0,2.75,"M",1996-07-01,48,"45-49 ans",2728.33501117596
"182",32290019,1,0.5,"M",1989-11-01,55,"55-59 ans",52.7593263412233
"183",32290022,NA,0.208333333333333,"F",1981-10-01,65,"65-69 ans",76.8812476168722
"184",32290024,1,0.5,"F",1979-06-01,57,"55-59 ans",27.4228576148305
"185",32290027,1,1,"M",1984-06-01,63,"60-64 ans",269.614412854667
"186",32290028,1,1,"F",1997-01-01,21,"18-22 ans",107.237437295531
"187",32290035,0,NA,"M",1993-03-01,79,"75-79 ans",1.96554458716838
"188",32290038,NA,NA,"F",1966-12-01,69,"65-69 ans",0
"189",32290039,1,1,"F",1989-05-01,62,"60-64 ans",232.441278718951
"190",32290040,1,1,"F",1983-09-01,87,"80 ans et +",248.562811973386
"191",32290041,1,0.5,"M",1980-07-01,84,"80 ans et +",448.563635205424
"192",32290042,1,0.5,"M",1989-01-01,47,"45-49 ans",217.836401542423
"193",32290043,1,0.5,"M",1975-06-01,54,"50-54 ans",544.27652242505
"194",32290044,1,0.5,"M",1958-07-01,79,"75-79 ans",413.406734949476
"195",32290045,1,0.5,"M",1975-06-01,55,"55-59 ans",1058.61770889144
"196",32290047,1,0.5,"F",1989-11-01,54,"50-54 ans",177.542323301824
"197",32290049,NA,NA,"M",1990-06-01,56,"55-59 ans",5.882593312
"198",32290050,1,1,"M",1994-12-01,72,"70-74 ans",480.755007288692
"199",32290051,1,1,"M",1988-07-01,54,"50-54 ans",328.391546194027
"200",32290061,1,0.5,"F",1997-01-01,49,"45-49 ans",293.145946035732
"201",32290062,1,0.5,"F",1970-06-01,88,"80 ans et +",84.558658778962
"202",32290063,1,0.5,"F",1963-04-01,74,"70-74 ans",1010.27186938333
"203",32290064,1,0.5,"F",1960-02-01,77,"75-79 ans",588.271026532032
"204",32290067,2,1,"M",1995-08-01,32,"30-34 ans",354.971070338151
"205",32290069,1,1,"F",1982-05-01,83,"80 ans et +",1292.1080355835
"206",32290070,1,1,"F",1988-04-01,47,"45-49 ans",473.518070486857
"207",32290073,1,0.5,"M",1977-07-01,71,"70-74 ans",162.165040358892
"208",32290078,1,1,"F",1969-06-01,69,"65-69 ans",80.8244145311942
"209",32290080,1,0.5,"M",1972-05-01,65,"65-69 ans",5.7356935142875
"210",32290082,5,1,"F",1988-03-01,53,"50-54 ans",583.768921255928
"211",32290083,1,1,"M",1995-10-01,56,"55-59 ans",26.3498906990753
"212",32290087,1,1,"F",1989-11-01,52,"50-54 ans",201.265005159923
"213",32290089,1,0.5,"F",1994-04-01,52,"50-54 ans",70.7360935127244
"214",32290090,1,1,"M",1980-04-01,49,"45-49 ans",507.618019391041
"215",32290091,NA,NA,"M",1977-04-01,99,"80 ans et +",0
"216",32290092,1,1,"M",1997-11-01,39,"35-39 ans",53.5033180729501
"217",32290095,1,1,"F",1991-09-01,37,"35-39 ans",144.82262147784
"218",32290096,1,1,"F",1997-03-01,31,"30-34 ans",190.372811460328
"219",32290097,1,0.5,"F",1974-01-01,64,"60-64 ans",1089.90367085526
"220",32290098,0,NA,"F",1970-10-01,84,"80 ans et +",10.675693808674
"221",32290100,1,0.5,"M",1981-01-01,63,"60-64 ans",402.062081988083
"222",32290101,1,0.5,"M",1988-09-01,50,"50-54 ans",207.065615212742
"223",32290102,1,1.5,"M",1995-08-01,25,"25-27 ans",254.103370254437
"224",32290105,3,1,"F",1984-11-01,45,"45-49 ans",46.4537959258121
"225",32290108,1,1,"M",1991-11-01,39,"35-39 ans",78.3108271638385
"226",32290109,1,1,"F",1995-11-01,51,"50-54 ans",198.866948551816
"227",32290110,1,1.5,"F",1991-02-01,27,"25-27 ans",299.252340827961
"228",32290111,NA,0.583333333333333,"M",1995-12-01,33,"30-34 ans",69.9086432241593
"229",32290116,1,1.5,"F",1902-02-01,48,"45-49 ans",3529.00719940761
"230",32290127,1,0.5,"F",1961-11-01,71,"70-74 ans",59.4829415829603
"231",32290128,4,0.5,"F",1996-01-01,59,"55-59 ans",82.1071548581363
"232",32290132,1,1,"M",1985-06-01,53,"50-54 ans",545.878560193206
"233",32290137,1,1,"M",1991-11-01,38,"35-39 ans",316.06877157626
"234",32290138,1,0.5,"M",1974-01-01,65,"65-69 ans",263.80145743386
"235",32290142,1,0.5,"M",1986-12-01,54,"50-54 ans",100.759920638667
"236",32290143,0,0.5,"M",1977-04-01,66,"65-69 ans",638.698231072815
"237",32290144,1,1,"F",1996-03-01,71,"70-74 ans",186.115484150084
"238",32290146,0,1,"F",1987-01-01,48,"45-49 ans",788.634987452141
"239",32290147,1,1,"F",1969-07-01,74,"70-74 ans",505.460948061471
"240",32290148,1,0.5,"F",1977-09-01,78,"75-79 ans",253.076649619604
"241",32290150,3,1,"F",1996-07-01,33,"30-34 ans",1548.78110987493
"242",32290153,1,0.5,"F",1971-12-01,64,"60-64 ans",86.2228731300839
"243",32290154,1,0.5,"F",1985-05-01,55,"55-59 ans",227.715512205787
"244",32290155,1,1,"F",1984-06-12,84,"80 ans et +",439.999913757926
"245",32290156,1,1,"F",1967-11-01,65,"65-69 ans",377.778726927384
"246",32290157,1,0.5,"M",1972-09-01,59,"55-59 ans",248.158218276158
"247",32290160,1,0.5,"F",1990-01-01,68,"65-69 ans",579.832173536038
"248",32290161,1,0.5,"F",1977-09-01,64,"60-64 ans",119.889587252815
"249",32290163,1,1.41666666666667,"F",1980-11-01,62,"60-64 ans",444.042094847336
"250",32290164,1,0.5,"F",1994-11-01,61,"60-64 ans",392.767671165912
"251",32290165,1,0.5,"F",1970-09-01,68,"65-69 ans",114.777181086484
"252",32290168,1,1,"F",1985-08-02,74,"70-74 ans",984.216136180008
"253",32290169,NA,NA,"M",1988-03-01,51,"50-54 ans",0.00770036833333333
"254",32290172,1,2,"F",1978-07-01,70,"70-74 ans",331.251536098071
"255",32290174,1,1,"M",1999-06-30,30,"30-34 ans",187.366025466264
"256",32290175,0,0.5,"F",1996-04-01,53,"50-54 ans",462.655187770141
"257",32290180,1,1.5,"M",1993-07-01,37,"35-39 ans",774.864871453071
"258",32290182,1,0.5,"M",1976-02-01,85,"80 ans et +",372.19519836566
"259",32290184,NA,NA,"M",1976-04-01,62,"60-64 ans",355.207197581912
"260",32290186,1,2,"M",1976-04-01,62,"60-64 ans",1779.60512606552
"261",32290187,1,0.5,"F",1984-11-01,77,"75-79 ans",38.6373231563767
"262",32290190,1,0.5,"M",1969-07-01,95,"80 ans et +",30.2465393932407
"263",32290198,1,0.5,"F",1972-04-01,82,"80 ans et +",184.882566686757
"264",32290199,1,0.5,"F",1979-02-01,50,"50-54 ans",1273.80809135841
"265",32290200,1,0.5,"F",1982-08-01,62,"60-64 ans",842.069650830998
"266",32290202,1,0.5,"M",1991-07-01,55,"55-59 ans",359.417479742233
"267",32290206,2,1,"F",1987-11-01,72,"70-74 ans",328.515008483009
"268",32290207,1,0.5,"F",1969-03-01,70,"70-74 ans",271.020681271398
"269",32290208,1,0.5,"F",1969-01-01,72,"70-74 ans",221.316119346484
"270",32290212,1,1,"F",1995-06-01,61,"60-64 ans",376.062784013655
"271",32290213,1,0.5,"M",1970-07-01,61,"60-64 ans",146.274713534337
"272",32290215,1,1,"M",1981-11-01,67,"65-69 ans",429.451024897423
"273",32290216,1,0.5,"F",1996-11-01,33,"30-34 ans",123.357250604187
"274",32290219,1,0.5,"F",1987-01-01,40,"40-44 ans",1263.08670977552
"275",32290220,1,1,"F",1970-05-01,77,"75-79 ans",103.190262016391
"276",32290221,1,1,"F",1961-05-01,91,"80 ans et +",834.671449419211
"277",32290226,1,0.5,"F",1996-09-01,40,"40-44 ans",209.084218288063
"278",32290228,1,1,"M",1997-03-01,49,"45-49 ans",72.17116391203
"279",32290229,0,1.5,"M",1993-05-01,42,"40-44 ans",1502.52543155994
"280",32290232,1,1,"F",1991-05-01,62,"60-64 ans",546.076806036377
"281",32290233,1,0.5,"M",1964-10-01,75,"75-79 ans",135.270804398462
"282",32290235,1,0.5,"F",1988-01-01,74,"70-74 ans",117.241369659941
"283",32290237,1,0.5,"M",1987-08-01,52,"50-54 ans",333.242679002274
"284",32290239,1,1,"F",1992-09-01,94,"80 ans et +",1501.77171377585
"285",32290240,1,1,"F",1993-12-01,78,"75-79 ans",390.90154582514
"286",32290242,1,0.5,"F",1986-02-01,49,"45-49 ans",632.419994765426
"287",32290243,1,0.5,"M",1980-12-01,52,"50-54 ans",510.972260497763
"288",32290244,1,0.5,"F",1984-05-01,40,"40-44 ans",666.647930863642
"289",32290246,1,0.5,"M",1988-04-01,83,"80 ans et +",228.995786539327
"290",32290252,1,0.5,"M",1992-02-01,52,"50-54 ans",373.744369806079
"291",32290253,1,1,"F",1988-02-01,65,"65-69 ans",115.036460673113
"292",32290254,1,1,"F",1991-01-01,48,"45-49 ans",182.781756720945
"293",32290258,1,1,"F",1995-03-01,51,"50-54 ans",571.729853799178
"294",32290259,1,1,"F",1987-11-01,83,"80 ans et +",299.967760676733
"295",32290261,0,1.5,"M",1993-01-01,50,"50-54 ans",1250.41377904742
"296",32290262,1,1,"M",1984-07-01,46,"45-49 ans",7.07914819039
"297",32290263,NA,0.625,"M",1975-05-01,76,"75-79 ans",255.219533115434
"298",32290265,1,1,"M",1996-06-01,27,"25-27 ans",125.614027521244
"299",32290273,1,1,"F",1987-01-01,40,"40-44 ans",293.828776263446
"300",32290275,1,0.5,"F",1996-11-01,43,"40-44 ans",1221.9905114736
"301",32290276,2,1,"F",1995-10-01,39,"35-39 ans",225.039361706865
"302",32290277,1,1,"M",1982-06-01,49,"45-49 ans",1722.45650185273
"303",32290279,2,0.5,"M",1992-12-01,40,"40-44 ans",1348.69048796178
"304",32290284,1,0.5,"M",1983-11-01,61,"60-64 ans",311.841844114256
"305",32290286,1,0.5,"M",1971-09-01,80,"80 ans et +",131.792874372223
"306",32290287,2,1,"M",1982-11-01,57,"55-59 ans",351.66988524171
"307",32290290,1,1,"F",1988-09-01,59,"55-59 ans",813.558916493531
"308",32290292,NA,0,"F",1972-01-01,94,"80 ans et +",11.5231110166094
"309",32290293,1,1,"M",1985-07-22,66,"65-69 ans",364.979745580009
"310",32290299,1,0.5,"F",1972-06-01,63,"60-64 ans",319.668266404576
"311",32290300,1,0.5,"F",1981-01-01,66,"65-69 ans",326.982377244335
"312",32290301,1,0.458333333333333,"F",1990-11-01,43,"40-44 ans",161.346906960378
"313",32290307,1,1,"F",1984-06-12,51,"50-54 ans",2481.43401486741
"314",32290308,1,0.5,"M",1993-05-01,44,"40-44 ans",623.157060507926
"315",32290313,1,0.5,"F",1986-11-01,72,"70-74 ans",1212.35432823624
"316",32290317,1,1,"M",1981-04-01,65,"65-69 ans",41.4278250188785
"317",32290319,1,1,"F",1984-06-12,76,"75-79 ans",196.482144157755
"318",32290320,2,1,"F",1990-10-01,51,"50-54 ans",331.450398684926
"319",32290325,1,1,"M",1993-06-01,28,"28-29 ans",7.12954879433
"320",32290356,1,0.5,"F",1982-09-01,51,"50-54 ans",180.126937726925
"321",32290357,1,0.5,"F",1989-11-01,53,"50-54 ans",27.5429810908436
"322",32290360,1,1,"F",1989-12-01,40,"40-44 ans",9.201621899415
"323",32290361,1,0.5,"F",1987-04-01,37,"35-39 ans",106.645906400483
"324",32290362,1,0.5,"M",1989-11-01,51,"50-54 ans",106.106368571131
"325",32290364,1,0.5,"M",1991-10-01,42,"40-44 ans",8.96119035558
"326",32290365,1,1,"M",1989-03-01,58,"55-59 ans",27.0653979338888
"327",32290369,1,0.5,"F",1991-11-01,57,"55-59 ans",60.3250378252974
"328",32290370,1,1,"M",1985-02-01,59,"55-59 ans",296.304830134518
"329",32290374,NA,NA,"F",1989-03-01,51,"50-54 ans",287.312581155274
"330",32290377,1,0,"F",1987-01-22,52,"50-54 ans",38.1109945375837
"331",32290379,2,1,"M",1990-02-01,40,"40-44 ans",1029.27145466318
"332",32290383,NA,0,"M",1995-06-01,34,"30-34 ans",49.2140810331617
"333",32290384,1,1,"M",1990-08-01,59,"55-59 ans",161.16682451976
"334",32290387,NA,0.458333333333333,"M",1987-04-01,72,"70-74 ans",4.04705875442954
"335",32290388,0,1,"F",1962-05-01,72,"70-74 ans",2786.96710575614
"336",32290393,1,1,"M",1989-04-01,47,"45-49 ans",155.789357624349
"337",32290397,1,0.5,"M",1975-03-01,57,"55-59 ans",15.8673192298052
"338",32290400,NA,NA,"M",1989-12-01,57,"55-59 ans",0
"339",32290402,1,0.5,"F",1995-04-01,48,"45-49 ans",151.96986769158
"340",32290404,1,1,"F",1984-06-01,53,"50-54 ans",399.739295519433
"341",32290405,1,1,"F",1994-06-01,52,"50-54 ans",309.846664747086
"342",32290407,1,1,"F",1975-03-01,81,"80 ans et +",2948.16443308914
"343",32290408,1,0.5,"M",1980-04-01,50,"50-54 ans",347.249684669642
"344",32290409,1,0.5,"M",1985-02-01,74,"70-74 ans",182.893815168575
"345",32290410,1,0.5,"M",1979-03-01,75,"75-79 ans",509.688266103848
"346",32290412,1,1.5,"M",1973-02-01,64,"60-64 ans",9037.82403485095
"347",32290416,0,1.41666666666667,"F",1996-06-01,28,"28-29 ans",1080.58624682642
"348",32290417,0,0.5,"F",1996-09-01,55,"55-59 ans",1767.36430765764
"349",32290418,0,3.5,"M",1982-03-01,59,"55-59 ans",2080.18672589132
"350",32290419,0,1.91666666666667,"F",1996-06-01,26,"25-27 ans",574.66058488228
"351",32290421,1,1.5,"F",1996-05-01,28,"28-29 ans",764.232734987894
"352",32290422,1,0.5,"M",1968-06-01,66,"65-69 ans",102.934254669036
