"","id","risq","NBCAV","SEXE","DATE_EER","AGE","tranche_age","PNB"
"6799",32303950,1,1,"M",1995-02-01,35,"35-39 ans",328.241992144255
"6800",32303951,1,1,"F",1989-10-01,40,"40-44 ans",1573.96470772946
"6801",32303952,1,0.5,"F",1970-12-01,89,"80 ans et +",1397.35371766202
"6802",32303955,1,0.5,"M",1986-04-01,43,"40-44 ans",544.06310162279
"6803",32303956,1,1,"F",1994-02-01,73,"70-74 ans",184.390077544638
"6804",32303958,0,NA,"F",1980-08-01,62,"60-64 ans",0.564285745181083
"6805",32303960,1,0.5,"F",1970-11-01,76,"75-79 ans",530.442631504436
"6806",32303963,1,2,"F",1968-03-01,77,"75-79 ans",1264.31398134755
"6807",32303967,0,NA,"F",1996-09-01,47,"45-49 ans",778.2293987484
"6808",32303969,2,1,"M",1988-05-01,47,"45-49 ans",1424.43345036111
"6809",32303970,1,0.5,"F",1971-05-01,68,"65-69 ans",825.142255234917
"6810",32303971,0,1,"M",1989-09-11,39,"35-39 ans",811.26885216935
"6811",32303972,1,1,"F",1985-04-01,91,"80 ans et +",142.008356608407
"6812",32303973,1,1,"F",1964-11-01,88,"80 ans et +",1048.67138124114
"6813",32303974,NA,0.0416666666666667,"M",1993-02-01,59,"55-59 ans",77.4051352829847
"6814",32303975,1,1,"F",1991-02-06,37,"35-39 ans",1255.47918530173
"6815",32303976,1,1,"M",1996-09-01,64,"60-64 ans",1088.83675040137
"6816",32303979,1,0.5,"M",1989-08-01,63,"60-64 ans",204.637433818284
"6817",32303981,1,1,"F",1969-10-01,77,"75-79 ans",417.852839763639
"6818",32303987,1,1.5,"M",1995-01-01,31,"30-34 ans",1323.28533124558
"6819",32303988,1,1.5,"F",1981-10-01,66,"65-69 ans",392.731236379445
"6820",32303993,1,1,"F",1996-07-01,51,"50-54 ans",959.233608407989
"6821",32303995,1,0.5,"M",1983-01-01,81,"80 ans et +",1057.58024589781
"6822",32303997,0,NA,"F",1996-10-01,36,"35-39 ans",0.409115098731917
"6823",32303998,1,1,"M",1988-09-01,65,"65-69 ans",235.314940137976
"6824",32303999,1,0.5,"F",1965-06-01,79,"75-79 ans",311.199808616739
"6825",32304002,0,1,"F",1975-02-01,82,"80 ans et +",156.581397694679
"6826",32304003,1,0.5,"F",1989-10-01,76,"75-79 ans",52.3924465805803
"6827",32304009,1,0.5,"M",1985-01-07,88,"80 ans et +",396.723745865497
"6828",32304010,1,1,"F",1991-02-01,57,"55-59 ans",576.031137298028
"6829",32304015,1,1,"F",1989-07-01,55,"55-59 ans",356.170453450508
"6830",32304016,NA,NA,"F",1969-10-01,61,"60-64 ans",5.882593312
"6831",32304018,1,1,"F",1996-12-01,61,"60-64 ans",122.87863770696
"6832",32304021,0,0.5,"M",1986-08-01,56,"55-59 ans",1474.22088705845
"6833",32304022,0,NA,"M",1993-07-01,52,"50-54 ans",0.693840469791667
"6834",32304024,1,1.5,"F",1985-07-01,64,"60-64 ans",370.490493616592
"6835",32304026,5,1,"F",1990-04-01,62,"60-64 ans",384.491698830476
"6836",32304027,0,1,"F",1990-06-01,41,"40-44 ans",1623.12133279379
"6837",32304029,1,0.5,"M",1974-06-01,67,"65-69 ans",498.630605785659
"6838",32304032,1,0.5,"F",1900-01-01,70,"70-74 ans",578.66584068532
"6839",32304036,1,1,"M",1990-05-01,48,"45-49 ans",2093.36027189808
"6840",32304037,1,1.5,"F",1989-12-01,49,"45-49 ans",1095.01654810908
"6841",32304044,1,0.5,"F",1992-04-01,76,"75-79 ans",794.560984903776
"6842",32304046,0,2,"M",1990-01-01,51,"50-54 ans",2884.59035766448
"6843",32304047,NA,NA,"M",1989-09-28,65,"65-69 ans",0.00519134097716667
"6844",32304048,1,0.5,"M",1988-09-01,59,"55-59 ans",264.799224324881
"6845",32304050,0,0.5,"F",1996-01-01,34,"30-34 ans",897.219229885578
"6846",32304051,1,1,"F",1976-01-01,72,"70-74 ans",493.579705694891
"6847",32304053,0,1,"M",1981-08-01,63,"60-64 ans",88.356782502535
"6848",32304055,1,0.5,"F",1991-10-01,74,"70-74 ans",212.382871863253
"6849",32304056,1,0.5,"M",1981-10-01,78,"75-79 ans",447.903234569603
"6850",32304058,1,1,"M",1982-12-01,87,"80 ans et +",8147.48540255217
"6851",32304059,1,0.5,"F",1982-10-01,52,"50-54 ans",343.675613550831
"6852",32304061,1,1,"M",1994-12-01,30,"30-34 ans",493.022915764322
"6853",32304062,1,1,"F",1988-09-01,73,"70-74 ans",775.688274601409
"6854",32304063,1,1,"F",1972-06-01,86,"80 ans et +",159.519463783624
"6855",32304065,1,1,"F",1974-09-01,38,"35-39 ans",161.87932692144
"6856",32304066,NA,NA,"M",1997-01-01,22,"18-22 ans",0.25407882931395
"6857",32304067,1,1,"F",1978-10-01,90,"80 ans et +",396.249238091836
"6858",32304068,1,1,"F",1994-11-01,42,"40-44 ans",137.005254859895
"6859",32304070,1,0.5,"F",1984-03-01,60,"60-64 ans",281.844465388562
"6860",32304071,NA,0.916666666666667,"M",1986-08-01,88,"80 ans et +",330.878516349975
"6861",32304074,0,NA,"F",1995-03-01,49,"45-49 ans",69.371677918528
"6862",32304076,1,0.5,"M",1994-10-01,37,"35-39 ans",303.430754502885
"6863",32304078,1,1,"F",1986-02-01,51,"50-54 ans",2169.07580107137
"6864",32304079,NA,NA,"F",1997-01-01,19,"18-22 ans",0.890213974913983
"6865",32304080,1,0.5,"F",1992-05-01,49,"45-49 ans",199.432681465948
"6866",32304082,0,1,"M",1990-11-01,63,"60-64 ans",762.492660852833
"6867",32304083,1,0.5,"F",1988-02-01,54,"50-54 ans",156.307891883012
"6868",32304084,0,NA,"F",1995-03-01,42,"40-44 ans",10.0686465097052
"6869",32304086,1,0.5,"M",1968-03-01,79,"75-79 ans",356.8242729205
"6870",32304087,1,0.5,"F",1983-07-01,62,"60-64 ans",148.579799155122
"6871",32304090,0,0.5,"M",1988-12-01,51,"50-54 ans",580.567261480137
"6872",32304091,1,0.5,"M",1985-10-01,53,"50-54 ans",279.931017214368
"6873",32304094,1,0.5,"F",1980-09-01,60,"60-64 ans",387.440695050601
"6874",32304095,1,0.5,"F",1974-01-01,60,"60-64 ans",18.77837049164
"6875",32304096,0,0.5,"M",1992-06-01,43,"40-44 ans",187.167574393643
"6876",32304097,1,1,"F",1977-07-01,72,"70-74 ans",42.6228191306551
"6877",32304098,1,1,"F",1980-08-01,52,"50-54 ans",6.4836295671764
"6878",32304099,1,0.5,"M",1986-02-01,80,"80 ans et +",544.388618816528
"6879",32304101,1,1,"F",1971-01-01,97,"80 ans et +",126.08335675069
"6880",32304103,1,1,"M",1993-02-01,20,"18-22 ans",129.902419324594
"6881",32304105,1,1,"F",1971-02-01,75,"75-79 ans",238.183683495953
"6882",32304108,1,0.583333333333333,"F",1973-12-01,79,"75-79 ans",565.377704643577
"6883",32304110,1,0.5,"F",1975-04-01,57,"55-59 ans",158.015374282858
"6884",32304111,1,0.5,"F",1978-11-01,82,"80 ans et +",127.560199062946
"6885",32304112,1,0.5,"F",1969-06-01,78,"75-79 ans",240.044031450865
"6886",32304118,1,1,"M",1980-07-01,51,"50-54 ans",328.640789280194
"6887",32304119,1,1.29166666666667,"F",1994-01-01,38,"35-39 ans",267.526600475924
"6888",32304121,1,0.5,"F",1997-01-01,72,"70-74 ans",876.146950191294
"6889",32304124,1,0.5,"M",1973-02-01,57,"55-59 ans",603.47822354659
"6890",32304127,2,0.5,"F",1993-10-01,48,"45-49 ans",696.639256283574
"6891",32304130,1,1,"F",1972-10-01,84,"80 ans et +",109.337224210085
"6892",32304132,0,0.25,"M",1990-09-01,46,"45-49 ans",574.230498690228
"6893",32304133,1,0.5,"F",1987-04-01,65,"65-69 ans",333.562730508987
"6894",32304137,4,1,"F",1983-10-01,48,"45-49 ans",1388.07673933782
"6895",32304138,1,1,"F",1994-11-01,39,"35-39 ans",33.26574003173
"6896",32304139,1,0.5,"M",1981-01-01,66,"65-69 ans",570.422765823452
"6897",32304140,0,0.5,"M",1986-12-01,55,"55-59 ans",175.379443894737
"6898",32304142,1,0.5,"M",1958-06-01,81,"80 ans et +",233.585799854831
"6899",32304143,5,0.5,"F",1979-11-01,58,"55-59 ans",261.226385075651
"6900",32304145,1,0.5,"M",1987-09-01,63,"60-64 ans",163.498193622525
"6901",32304146,NA,0,"F",1989-08-01,38,"35-39 ans",0.0018803225
"6902",32304148,2,2.5,"M",1978-07-01,69,"65-69 ans",6756.3538078313
"6903",32304150,0,2,"M",1993-04-01,64,"60-64 ans",2321.80305691418
"6904",32304152,1,1,"F",1983-09-01,77,"75-79 ans",2086.1449502287
"6905",32304154,1,1,"F",1992-05-01,87,"80 ans et +",507.28644208203
"6906",32304156,2,1,"F",1984-02-01,50,"50-54 ans",338.561638271273
"6907",32304158,1,0.5,"F",1991-04-01,39,"35-39 ans",167.104413665536
"6908",32304159,1,1,"M",1993-09-01,52,"50-54 ans",569.243218639092
"6909",32304160,1,1,"F",1977-11-01,61,"60-64 ans",306.862996880466
"6910",32304161,NA,0.416666666666667,"M",1970-11-01,82,"80 ans et +",72.4320723878763
"6911",32304162,1,1.33333333333333,"M",1990-03-01,71,"70-74 ans",1714.11783071374
"6912",32304163,1,0.5,"M",1989-11-01,50,"50-54 ans",59.0133977914397
"6913",32304164,1,0.5,"M",1975-03-01,59,"55-59 ans",50.0830111234264
"6914",32304168,0,0.333333333333333,"M",1990-03-01,75,"75-79 ans",101.150179063403
"6915",32304169,1,0.5,"M",1987-06-01,68,"65-69 ans",108.725015002288
"6916",32304171,1,0.5,"M",1996-04-01,53,"50-54 ans",673.452892299882
"6917",32304172,1,1,"F",1985-01-01,37,"35-39 ans",325.042711957456
"6918",32304173,1,1,"M",1993-03-01,51,"50-54 ans",385.82923140752
"6919",32304174,1,0.5,"F",1988-06-01,48,"45-49 ans",228.132069872661
"6920",32304175,1,1,"M",1983-03-01,77,"75-79 ans",4537.56465464086
"6921",32304176,1,1.83333333333333,"F",1978-06-01,79,"75-79 ans",2022.85811117718
"6922",32304178,0,NA,"F",1986-04-01,53,"50-54 ans",116.176858873291
"6923",32304180,1,0.5,"M",1995-04-01,59,"55-59 ans",222.418335667173
"6924",32304181,1,1,"F",1991-09-01,51,"50-54 ans",252.407627345505
"6925",32304182,1,2,"M",1982-08-01,53,"50-54 ans",400.916639355118
"6926",32304183,1,1.375,"F",1995-10-26,25,"25-27 ans",237.607511605038
"6927",32304186,1,1,"M",1991-04-01,76,"75-79 ans",495.413966548813
"6928",32304188,1,1.5,"M",1989-11-01,57,"55-59 ans",1078.07665806107
"6929",32304189,1,0.5,"F",1971-08-01,69,"65-69 ans",791.917644119109
"6930",32304190,1,1,"F",1995-10-26,21,"18-22 ans",149.233959239013
"6931",32304191,2,0.5,"F",1989-12-01,83,"80 ans et +",170.159370186614
"6932",32304192,1,0.5,"M",1990-07-01,76,"75-79 ans",223.425379313446
"6933",32304194,1,1,"F",1994-09-01,74,"70-74 ans",108.440908429841
"6934",32304196,0,NA,"F",1992-03-31,40,"40-44 ans",0.478994156001616
"6935",32304197,1,1,"F",1995-10-26,18,"18-22 ans",132.064911763257
"6936",32304199,1,1,"F",1984-01-01,50,"50-54 ans",462.933819994202
"6937",32304201,1,2,"M",1985-02-01,52,"50-54 ans",3416.35767900763
"6938",32304204,1,0.5,"M",1996-10-01,46,"45-49 ans",716.864675300894
"6939",32304206,1,0.5,"M",1981-10-01,61,"60-64 ans",101.714503234049
"6940",32304207,1,0.5,"M",1978-02-01,84,"80 ans et +",124.627376519725
"6941",32304209,2,1.5,"M",1990-08-01,47,"45-49 ans",767.945510471928
"6942",32304211,1,1,"F",1970-06-01,84,"80 ans et +",1335.4872460127
"6943",32304212,0,1,"F",1976-10-01,81,"80 ans et +",985.924178267289
"6944",32304214,1,1.5,"F",1972-01-01,69,"65-69 ans",725.340894596772
"6945",32304216,1,1,"F",1977-12-01,62,"60-64 ans",138.322690964925
"6946",32304217,1,1,"M",1986-04-01,45,"45-49 ans",350.56379849283
"6947",32304218,1,1,"F",1987-05-01,67,"65-69 ans",577.086769700465
"6948",32304219,1,0.5,"M",1978-12-01,73,"70-74 ans",1257.2800726899
"6949",32304221,1,0.5,"M",1974-02-01,65,"65-69 ans",79.0860660850398
"6950",32304224,1,0.5,"F",1995-01-01,37,"35-39 ans",459.677352255272
"6951",32304228,1,1,"M",1989-09-01,44,"40-44 ans",282.183172948104
"6952",32304229,1,1,"F",1973-06-01,79,"75-79 ans",501.222876784597
"6953",32304231,1,1.08333333333333,"F",1995-11-01,32,"30-34 ans",341.367966729505
"6954",32304233,1,1,"M",1981-01-01,47,"45-49 ans",4806.03668023787
"6955",32304235,1,1,"M",1982-03-01,62,"60-64 ans",3014.54215393637
"6956",32304236,1,0.5,"M",1978-01-01,76,"75-79 ans",324.50470411907
"6957",32304237,0,0.5,"M",1982-01-01,76,"75-79 ans",227.945062030302
"6958",32304239,1,1,"F",1980-07-01,73,"70-74 ans",337.884644637689
"6959",32304240,NA,NA,"M",1972-12-01,75,"75-79 ans",231.221731981374
"6960",32304245,1,0.5,"M",1992-12-01,77,"75-79 ans",812.702618219195
"6961",32304247,1,1,"M",1983-04-01,74,"70-74 ans",1945.82778029354
"6962",32304250,4,1,"M",1990-05-01,46,"45-49 ans",551.500053246037
"6963",32304251,NA,0.583333333333333,"M",1983-08-01,67,"65-69 ans",83.0056065322291
"6964",32304252,1,0.5,"F",1960-07-01,84,"80 ans et +",279.59260535583
"6965",32304255,NA,0.5,"F",1975-12-01,96,"80 ans et +",165.722173766916
"6966",32304260,1,1,"F",1972-06-01,91,"80 ans et +",3988.85891928021
"6967",32304263,1,1.5,"F",1993-01-01,40,"40-44 ans",631.516141555861
"6968",32304264,1,0.5,"M",1990-05-01,54,"50-54 ans",172.333915934509
"6969",32304266,1,1,"F",1996-02-01,44,"40-44 ans",14.9926523538268
"6970",32304268,1,1,"F",1987-03-01,77,"75-79 ans",278.729332795843
"6971",32304270,1,1,"F",1988-01-01,61,"60-64 ans",315.629693760019
"6972",32304272,1,1,"F",1991-02-14,61,"60-64 ans",912.54288256428
"6973",32304274,2,1.33333333333333,"F",1979-11-01,57,"55-59 ans",584.711153441382
"6974",32304276,1,1,"F",1987-05-01,62,"60-64 ans",1022.72187809754
"6975",32304277,1,1,"F",1975-03-01,74,"70-74 ans",1763.33250671504
"6976",32304281,1,0.5,"F",1994-12-01,65,"65-69 ans",2618.9202302663
"6977",32304282,5,0.5,"M",1977-05-01,56,"55-59 ans",272.982482035389
"6978",32304285,1,0.5,"M",1989-08-01,79,"75-79 ans",289.083081969618
"6979",32304287,5,1,"F",1990-06-01,69,"65-69 ans",230.618449946411
"6980",32304290,1,0.5,"F",1986-09-01,68,"65-69 ans",86.400859941243
"6981",32304294,1,1,"M",1983-08-01,48,"45-49 ans",442.998608032264
"6982",32304295,1,1,"M",1995-04-01,39,"35-39 ans",2670.11914193475
"6983",32304297,1,1,"F",1995-01-19,25,"25-27 ans",1160.25413548357
"6984",32304302,2,1,"M",1992-03-01,44,"40-44 ans",391.128324854569
"6985",32304303,1,1,"F",1996-01-01,48,"45-49 ans",815.515195720476
"6986",32304305,1,1.5,"F",1984-10-01,56,"55-59 ans",1280.25225982565
"6987",32304306,NA,NA,"M",1987-03-01,58,"55-59 ans",5.882593312
"6988",32304308,0,0.5,"F",1988-03-21,80,"80 ans et +",309.46332068832
"6989",32304309,1,0.5,"M",1976-08-01,53,"50-54 ans",303.054474259049
"6990",32304313,0,0.5,"M",1988-08-01,82,"80 ans et +",345.55305248736
"6991",32304314,3,1,"M",1985-04-01,47,"45-49 ans",50.5490363542047
"6992",32304317,1,1,"F",1969-04-01,90,"80 ans et +",339.594677975863
"6993",32304319,1,0.5,"M",1972-01-01,76,"75-79 ans",469.951872229107
"6994",32304320,1,1,"M",1988-11-01,47,"45-49 ans",445.883666131297
"6995",32304321,1,0.5,"M",1981-07-01,51,"50-54 ans",907.407496158908
"6996",32304326,0,1,"F",1989-04-01,91,"80 ans et +",1188.53263811279
"6997",32304327,1,1,"M",1993-09-01,38,"35-39 ans",184.750338938835
"6998",32304328,0,0.5,"M",1986-10-01,70,"70-74 ans",668.48866333073
"6999",32304331,1,1.5,"F",1983-05-01,55,"55-59 ans",12710.7150347127
"7000",32304334,1,1,"F",1989-05-01,61,"60-64 ans",117.779003008658
"7001",32304335,0,0.5,"M",1989-12-01,67,"65-69 ans",65.2213838463205
"7002",32304336,1,1,"F",1992-10-01,59,"55-59 ans",226.857121204112
"7003",32304338,1,0.5,"M",1987-12-01,57,"55-59 ans",910.546545750072
"7004",32304340,1,1,"M",1993-06-01,39,"35-39 ans",564.475942712623
"7005",32304344,NA,NA,"M",1983-10-01,105,"80 ans et +",296.56216115
"7006",32304349,0,NA,"F",1986-06-01,63,"60-64 ans",1.96427160801092
"7007",32304350,1,1,"M",1992-01-01,46,"45-49 ans",288.104205636237
"7008",32304351,NA,0,"M",1980-08-01,70,"70-74 ans",499.743784382178
"7009",32304353,1,1,"M",1991-10-01,40,"40-44 ans",965.093627072133
"7010",32304356,0,NA,"F",1991-06-01,28,"28-29 ans",0.5657075625543
"7011",32304357,1,2.5,"F",1995-02-01,44,"40-44 ans",948.919952417564
"7012",32304358,1,2,"F",1989-12-01,37,"35-39 ans",1556.50154405146
"7013",32304361,1,1,"F",1988-06-09,53,"50-54 ans",647.427411134671
"7014",32304363,1,0.416666666666667,"F",1992-02-01,85,"80 ans et +",289.629172702513
"7015",32304365,NA,NA,"F",1984-06-01,41,"40-44 ans",42.2895805191739
"7016",32304366,2,1.5,"F",1980-12-01,55,"55-59 ans",99.7582175831317
"7017",32304369,0,NA,"M",1992-07-01,33,"30-34 ans",0.377216085168817
"7018",32304370,1,1.5,"F",1991-06-01,50,"50-54 ans",330.379430141873
"7019",32304375,1,0.5,"F",1989-05-01,41,"40-44 ans",91.859370320304
"7020",32304377,1,0.5,"M",1988-01-01,75,"75-79 ans",407.92476110437
"7021",32304378,1,0.5,"F",1971-06-01,64,"60-64 ans",174.466572033176
"7022",32304379,1,2,"F",1991-02-01,87,"80 ans et +",917.854464759754
"7023",32304380,NA,0,"F",1975-11-01,91,"80 ans et +",1.01446964791417
"7024",32304382,1,0.5,"M",1980-02-01,61,"60-64 ans",-113.263754973375
"7025",32304383,1,1,"M",1992-07-01,29,"28-29 ans",81.7397150003548
"7026",32304384,1,1,"M",1992-10-01,38,"35-39 ans",1817.7143997768
"7027",32304387,1,1,"F",1966-04-01,86,"80 ans et +",1150.3645392079
"7028",32304388,1,0.5,"F",1992-02-01,69,"65-69 ans",180.313497958775
"7029",32304390,1,1,"F",1994-04-01,90,"80 ans et +",3103.38368682236
"7030",32304391,1,0.5,"F",1981-01-01,49,"45-49 ans",199.291004657826
"7031",32304392,1,1,"F",1987-08-26,85,"80 ans et +",126.557859194047
"7032",32304396,1,1,"M",1984-11-01,64,"60-64 ans",688.7207224315
"7033",32304399,0,0.5,"M",1986-08-01,68,"65-69 ans",75.5471724969573
"7034",32304402,0,NA,"M",1991-04-01,47,"45-49 ans",0.5085573107385
"7035",32304405,1,0.5,"M",1982-10-01,47,"45-49 ans",906.743721095604
"7036",32304406,1,0.5,"F",1981-11-01,52,"50-54 ans",214.894646680523
"7037",32304408,NA,0,"M",1994-03-01,35,"35-39 ans",19.2433342627865
"7038",32304410,1,1.5,"M",1993-03-01,53,"50-54 ans",218.496388419774
"7039",32304413,1,0.5,"F",1973-05-01,68,"65-69 ans",1151.31264158487
"7040",32304414,0,NA,"F",1992-07-01,75,"75-79 ans",0.38290002629735
"7041",32304416,0,0.5,"M",1972-08-01,88,"80 ans et +",8.20032649575
"7042",32304422,1,1,"M",1992-08-01,79,"75-79 ans",1144.19110078451
"7043",32304425,1,2,"M",1985-08-01,60,"60-64 ans",4166.6410633449
"7044",32304426,1,1,"M",1989-10-02,44,"40-44 ans",771.140681892377
"7045",32304428,NA,NA,"M",1995-09-01,60,"60-64 ans",343.665075887121
"7046",32304430,NA,0.0416666666666667,"F",1965-09-01,72,"70-74 ans",23.6748886302394
"7047",32304432,1,0.5,"M",1983-07-01,69,"65-69 ans",640.385675817499
"7048",32304433,NA,0.333333333333333,"F",1985-01-01,72,"70-74 ans",138.14623172542
"7049",32304434,1,0.5,"M",1988-06-06,53,"50-54 ans",313.46708200351
"7050",32304436,1,2,"M",1989-08-07,62,"60-64 ans",840.809043122892
"7051",32304437,1,1,"M",1977-05-01,73,"70-74 ans",2132.55749669266
"7052",32304438,1,1.5,"F",1974-11-01,60,"60-64 ans",993.58481662136
"7053",32304440,5,1.5,"M",1987-07-01,50,"50-54 ans",208.643266080358
"7054",32304444,4,1,"F",1992-03-01,49,"45-49 ans",2692.61246150734
"7055",32304445,1,1,"F",1985-07-01,46,"45-49 ans",984.445088195796
"7056",32304447,0,1,"F",1987-07-01,43,"40-44 ans",643.820032992947
"7057",32304448,1,1,"F",1969-12-01,74,"70-74 ans",1013.80753559174
"7058",32304450,1,1,"M",1990-02-01,35,"35-39 ans",64.8633256478925
"7059",32304451,1,1,"F",1990-09-01,54,"50-54 ans",3782.0363644412
"7060",32304453,1,1.5,"F",1983-11-01,59,"55-59 ans",842.722388093694
"7061",32304455,1,1,"F",1978-09-01,56,"55-59 ans",7297.79801410775
"7062",32304458,NA,0.833333333333333,"F",1988-07-01,84,"80 ans et +",51.1154360637757
"7063",32304459,1,0.5,"M",1971-01-01,55,"55-59 ans",1948.39216328118
"7064",32304460,0,NA,"F",1984-08-01,51,"50-54 ans",0.607639138169083
"7065",32304462,1,0.5,"M",1993-07-01,46,"45-49 ans",58.4214373040954
"7066",32304464,1,0.5,"F",1988-01-01,51,"50-54 ans",235.520505442876
"7067",32304468,1,0.5,"M",1975-09-01,68,"65-69 ans",569.644395938939
"7068",32304470,1,1,"F",1991-03-01,46,"45-49 ans",74.4281102770532
"7069",32304473,0,0.5,"F",1977-12-01,70,"70-74 ans",401.636384767217
"7070",32304475,1,1,"M",1981-08-01,47,"45-49 ans",1307.15450959853
"7071",32304477,1,1.5,"F",1995-06-01,32,"30-34 ans",-130.659098171487
"7072",32304478,1,1,"F",1990-09-01,78,"75-79 ans",395.728683748308
"7073",32304480,1,1,"M",1994-03-01,64,"60-64 ans",840.320721802766
"7074",32304481,1,1,"F",1994-09-01,38,"35-39 ans",264.909745848617
"7075",32304482,1,1.5,"F",1994-11-01,33,"30-34 ans",548.148341019249
"7076",32304483,1,1,"F",1975-01-01,68,"65-69 ans",7.0852310219
"7077",32304486,1,2,"F",1981-10-01,64,"60-64 ans",1867.81176657919
"7078",32304488,NA,0,"F",1972-02-01,84,"80 ans et +",1.01446964791417
"7079",32304489,1,1,"M",1972-05-01,73,"70-74 ans",1041.53769108987
"7080",32304491,1,1,"F",1991-04-18,28,"28-29 ans",753.011818908146
"7081",32304493,2,0.916666666666667,"M",1994-06-01,54,"50-54 ans",908.570249327133
"7082",32304496,0,0.5,"M",1989-11-01,55,"55-59 ans",6.52783894242792
"7083",32304498,1,0.5,"F",1991-08-01,43,"40-44 ans",100.586124943381
"7084",32304499,1,1,"M",1990-10-01,44,"40-44 ans",144.469739251914
"7085",32304500,NA,NA,"M",1985-07-11,47,"45-49 ans",2.0395004711627
"7086",32304501,NA,NA,"M",1994-10-01,77,"75-79 ans",0
"7087",32304502,1,0.5,"F",1986-05-01,52,"50-54 ans",170.923487794988
"7088",32304508,1,1,"M",1980-06-01,68,"65-69 ans",107.678632614001
"7089",32304509,4,0,"M",1987-12-01,54,"50-54 ans",5.65854924790959
"7090",32304510,5,1,"M",1990-01-01,61,"60-64 ans",7.26697546764375
"7091",32304512,2,1,"M",1989-10-01,56,"55-59 ans",313.442064282447
"7092",32304513,1,1,"F",1972-11-01,80,"80 ans et +",2906.56104540496
"7093",32304514,5,1.5,"F",1978-01-01,57,"55-59 ans",734.36851688943
"7094",32304515,1,0.5,"M",1990-06-11,45,"45-49 ans",367.164256212029
"7095",32304516,1,0.5,"F",1978-11-01,64,"60-64 ans",621.234716961607
"7096",32304518,1,1.875,"M",1993-07-01,36,"35-39 ans",614.492347916031
"7097",32304520,1,0.5,"M",1985-09-12,66,"65-69 ans",1968.18755006885
"7098",32304521,1,1,"M",1992-12-01,22,"18-22 ans",235.295245900235
"7099",32304522,1,1,"M",1982-10-01,49,"45-49 ans",325.71559422366
"7100",32304524,1,1.7,"M",1997-04-01,43,"40-44 ans",2664.35984572972
"7101",32304525,1,1.5,"M",1992-03-01,65,"65-69 ans",1020.53032891396
"7102",32304526,0,0.416666666666667,"M",1976-10-01,97,"80 ans et +",1592.03660097595
"7103",32304528,1,0.5,"M",1993-07-01,66,"65-69 ans",307.856420560948
"7104",32304529,1,0.5,"F",1974-04-01,62,"60-64 ans",3412.973160534
"7105",32304530,2,1,"F",1979-08-01,63,"60-64 ans",1212.50613308195
"7106",32304531,1,1,"F",1973-12-01,50,"50-54 ans",525.130552339017
"7107",32304532,1,0.5,"F",1971-11-01,64,"60-64 ans",931.7537428736
"7108",32304533,1,0.5,"F",1975-07-01,62,"60-64 ans",1089.8369523221
"7109",32304534,1,1,"F",1981-10-01,65,"65-69 ans",890.540748557152
"7110",32304535,1,0.5,"F",1992-01-01,42,"40-44 ans",1158.88931404749
"7111",32304537,NA,0.333333333333333,"M",1990-04-01,82,"80 ans et +",49.5733041652248
"7112",32304539,1,1,"F",1989-07-01,56,"55-59 ans",1927.8416665768
"7113",32304540,1,1,"F",1993-08-01,28,"28-29 ans",208.694761036826
"7114",32304541,0,NA,"F",1995-02-01,32,"30-34 ans",50.2093360690249
"7115",32304544,1,0.5,"F",1990-10-01,43,"40-44 ans",181.502478617635
"7116",32304545,1,0.5,"F",1992-01-01,43,"40-44 ans",7.69914045414351
"7117",32304546,1,1.2,"M",1992-12-01,53,"50-54 ans",485.917153259162
"7118",32304547,1,1,"F",1983-09-01,50,"50-54 ans",3975.997309228
"7119",32304549,1,1,"F",1992-12-01,23,"23-24 ans",146.242389313003
"7120",32304550,1,0.5,"M",1959-04-01,80,"80 ans et +",10203.9648951139
"7121",32304551,1,0.5,"M",1971-10-01,61,"60-64 ans",897.941911246067
"7122",32304552,1,1,"F",1991-07-01,32,"30-34 ans",56.3037620435082
"7123",32304553,1,0.5,"F",1980-06-01,82,"80 ans et +",3494.09629858323
"7124",32304555,NA,NA,"M",1996-05-01,82,"80 ans et +",47.4363731371821
"7125",32304556,1,0.5,"F",1984-03-01,49,"45-49 ans",69.4859832188268
"7126",32304560,1,1.5,"M",1993-04-01,38,"35-39 ans",297.78329487011
"7127",32304565,1,0.5,"M",1977-03-01,55,"55-59 ans",265.988965595856
"7128",32304566,1,0.5,"M",1984-11-20,48,"45-49 ans",122.232630709254
"7129",32304567,2,1,"M",1990-10-01,42,"40-44 ans",607.219353256525
"7130",32304568,NA,NA,"M",1995-04-01,62,"60-64 ans",512.75205582
"7131",32304569,0,0.0833333333333333,"F",1987-06-01,42,"40-44 ans",3.98633746636667
"7132",32304570,1,0.5,"M",1984-11-01,79,"75-79 ans",57.9524293647632
"7133",32304572,1,1,"F",1972-02-01,96,"80 ans et +",253.427463492652
"7134",32304575,3,1.5,"M",1988-11-01,43,"40-44 ans",2393.74027364275
"7135",32304578,1,0.5,"F",1981-08-01,47,"45-49 ans",332.606421871042
"7136",32304580,1,1,"M",1990-06-01,61,"60-64 ans",1682.02260714094
"7137",32304581,1,0.5,"F",1988-08-01,78,"75-79 ans",501.80522947443
"7138",32304582,0,1,"M",1970-12-01,86,"80 ans et +",248.581515780957
"7139",32304583,1,1,"F",1988-08-01,61,"60-64 ans",139.581865077984
"7140",32304584,1,1,"F",1991-04-01,31,"30-34 ans",698.129809956805
"7141",32304585,2,1,"M",1984-01-01,49,"45-49 ans",429.982005499376
